
https://qiita.com/kazukichi/items/31ffe38d16dea6744038,https://cdn.qiita.com/assets/qiita-fb-2887e7b4aad86fd8c25cea84846f2236.png,仕事で成功する人は○○する能力を必ず持っている,プログラミング学習サービスやら、ペットサロン予約サービス、風俗検索サービスなど色々とやっている「かずきち」です。■運営サービス一部http://crazy-wp.com/http://webukatu.com/新宿のホストから不動産・保険の営業を経て、HTMLって何？という状態から３ヶ月独学でプログラミングやデザインを学び、IT業界で１年間実務経験を積んで年収は１本超え。現在は起業家としてサービス運営やら不動産運営をしています。,2018-08-23 05:10:21,2018-08-23 05:10:21,Qiita
https://qiita.com/hakozaru/items/c00e472ab0f5e823098c,https://cdn.qiita.com/assets/qiita-fb-2887e7b4aad86fd8c25cea84846f2236.png,JavaScriptを言語仕様から把握し、ライブラリに振り回されない漢を目指す人に贈るJavaScriptの基礎,"個人的に本とかネットで勉強していたものを、ここにまとめていたのですが、せっかくなのでQiitaにも投稿します。
間違いなどお気付きの点があればご指摘をお願いいたします。",2018-08-24 04:44:13,2018-08-24 04:44:13,Qiita
https://qiita.com/jnchito/items/64c3fdc53766ac6f2008,https://cdn.qiita.com/assets/qiita-fb-2887e7b4aad86fd8c25cea84846f2236.png,初心者歓迎！手と目で覚える正規表現入門・その２「微妙な違いを許容しつつ置換しよう」,"みなさんこんにちは！
この記事は「手と目で覚える正規表現入門」の第2回です。",2018-08-24 09:12:58,2018-08-24 09:12:58,https://cdn.qiita.com/assets/qiita-fb-2887e7b4aad86fd8c25cea84846f2236.png
https://qiita.com/jnchito/items/1ab035dc7f6b1aa056d5,https://cdn.qiita.com/assets/qiita-fb-2887e7b4aad86fd8c25cea84846f2236.png,二分探索法でコードの構文エラーの箇所を特定する,プログラミング中に発生したエラーやバグを解決するポピュラーな手法の一つに「二分探索法」があります。,2018-08-24 09:16:41,2018-08-24 09:16:41,https://cdn.qiita.com/assets/qiita-fb-2887e7b4aad86fd8c25cea84846f2236.png
https://qiita.com/jnchito/items/2b909a3d75728f99bbbe,https://cdn.qiita.com/assets/qiita-fb-2887e7b4aad86fd8c25cea84846f2236.png,each_with_indexには引数を渡せない、わけではない,配列や範囲（range）をループさせながら、添え字（インデックス）も同時に取得したい場合はeach_with_indexを使います。,2018-08-24 09:18:39,2018-08-24 09:18:39,Qiita
https://this.kiji.is/405645283245524065?c=113147194022725109,https://nordot-res.cloudinary.com/t_size_l/ch/images/405646071940007009/origin_1.jpg,石破氏、中央省庁の地方移転促進,自民総裁選で公約の柱に,2018-08-24 09:30:25,2018-08-24 09:30:25,this.kiji.is
https://www.footballchannel.jp/2018/08/25/post286691/,https://img.footballchannel.jp/wordpress/assets/2018/08/20180825_ueda1_getty.jpg,森保Jを救った大学生FW上田綺世。非凡なストライカーの才能、半端ないゴールへの執着と反骨心,森保一監督率いるU-21日本代表は24日、アジア競技大会の決勝トーナメント1回戦でU-23マレーシア代表に1-0で勝利した。劣勢だった日本を救ったのは、法政大学所属のFW上田綺世。ストライカーになるために生まれてきた青年は、異常なまでに強いゴールへのこだわりを持っている。（取材・文：舩木渉【インドネシア】）,2018-08-25 06:17:39,2018-08-25 06:17:39,フットボールチャンネル
https://www.footballchannel.jp/2017/12/01/post243913/,https://img.footballchannel.jp/wordpress/assets/2017/11/201712011_ederson_getty.jpg,マンC・エデルソン、ペップにとってはノイアー以上に理想的？ 最先端型GKの完成度【西部の目】,バックパスルールが改定されて以降、フィールドプレーヤー的な能力も求められるようになってきたゴールキーパー。もちろん本業はセービングなど旧来から必要とされてきた仕事であるが、今ではビルドアップ能力など足下の技術も重要な要素となっている。その点においてマンチェスター・シティのエデルソンは、ペップ・グアルディオラ監督にとってノイアー以上に理想的なGKとすら言えるかもしれない。（文：西部謙司）,2018-08-25 10:01:18,2018-08-25 10:01:18,フットボールチャンネル
https://www.footballchannel.jp/2018/02/17/post256495/,https://img.footballchannel.jp/wordpress/assets/2018/02/20180217_eyecatch_getty.jpg,時間と空間操る左足。ベルナルド・シルバ、マンCが誇るプレーメーカー型ウイング【西部の目】,マンチェスター・シティでプレーするポルトガル代表のベルナルド・シルバ。シティを率いるペップ・グアルディオラ監督は、左サイドに左利き、右サイドに右利きのウイングを配置することもあるが、左利きのベルナルド・シルバは右サイドに配置されている。モナコでブレイクを果たしたプレーメーカー型レフティーが逆足ウイングとして生み出す「違い」とは。（文：西部謙司）,2018-08-25 11:41:53,2018-08-25 11:41:53,フットボールチャンネル
https://www.footballchannel.jp/2018/08/25/post286689/,https://img.footballchannel.jp/wordpress/assets/2018/08/honda_getty.jpg,本田圭佑が子供たちにメッセージ。「夢を叶えるために何より大事なことは…」,"2018年08月25日(Sat)14時10分配信
photo Getty Images
Tags: Aリーグ, オーストラリア, メルボルン・ビクトリー, 日本代表, 本田圭佑",2018-08-25 12:00:34,2018-08-25 12:00:34,フットボールチャンネル
